Datasource Name,Datasource ID,Field Name,Full Name,Description,Table ID,Table Name,Database Name
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Account Bucket,account_bucket,Bucket to which the account belongs,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Account Type,account_type,Type of the account,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Queue Type,queue_type,Type corresponding to the queue,971d20be-3087-685e-c187-cfa5f6f098a8,gts_queues_mappings_v2,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,TMK SSO,tmk_sso,"Key conformed by year, month and rackers sso.",0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,TMK SSO,tmk_sso,"Key conformed by year, month and rackers sso.",99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Function,function,Function corresponding to the assigned queue,4ec19f75-26d1-9484-e9a4-5a009dff48d4,gts_cost_center_mappings,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Function,function,Function corresponding to the assigned queue,971d20be-3087-685e-c187-cfa5f6f098a8,gts_queues_mappings_v2,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Queue Owner,queue_owner,Owner corresponding to the queue,971d20be-3087-685e-c187-cfa5f6f098a8,gts_queues_mappings_v2,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Auto-Assignment,atat_auto_assignment,"Count of the tickets that has been assigned automatically, 1 if is applicable to the ticket or 0 if is not applicable",0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Week Number,time_week_year_number,Week number corresponding to the created date of the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Parent Account Type,parent_account_type,Parent account type corresponding to the account,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT ID,atat_id,ID corresponding to the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Account Number,account_number,"Account Number as found in Encore, CORE and AT-AT platform",0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Year Month,time_year_month,Year month corresponding to the created date of the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,"Total Assigments(All), ATAT Utilization %",Calculation_1487032330220158977,"Custom field created to switch between different measures depending of the custom parameter called Total Assigments(All), ATAT Utilization %",NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Total Assignments (All),Calculation_1024568941447892995,Sum of all the assigned tickets (manual and auto),NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Total Escalations (All),Calculation_1024568941449244680,Sum of all the escalated tickets (manual and automatic),NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Cost Center L5,racker_cost_center_l5,Cost center level 5 corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Top Manager Name,top_manager_name,Main manager corresponding to the racker assigned to the ticket,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Cost Center L4,racker_cost_center_l4,Cost center level 4 corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Support Sub Sgement,support_sub_segment,Sub segment corresponging to the team support,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,"Total Assignments(All), ATAT Utilization % 2","Total Assignments(All), ATAT Utilization % 1 (copy)_1487032330225143816","Custom field created to switch between different dimesions depending of the custom parameter called Total Assigments(All), ATAT Utilization % 2",NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Queue Key,queue_key,Key corresponding to the queue assigned to the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Ticket Number,ticket_number,"Number of the ticket as found in the source (Core, Encore, ATAT)",0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Support Sub Region,support_sub_region,Sub-region corresponging to the team support,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Queue Function,queue_function,Queue function corresponding to the queue assigned to the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Cost Center L1,racker_cost_center_l1,Cost center level 1 corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Month Abbr,time_month_abbr,Month abbreviation corresponding to the created date of the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Point Of Contact,point_of_contact,Point of contact corresponding to the queue,971d20be-3087-685e-c187-cfa5f6f098a8,gts_queues_mappings_v2,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,gts_cost_center_mappings,__tableau_internal_object_id__.gts_cost_center_mappings_CE40C3FA88324DF394C0ACD7D8017E81,Count of the total rows in GTS Cost Center Mappings table,NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Operating Hours Cst,operating_hours_cst,Operation hours corresponding to the queue,971d20be-3087-685e-c187-cfa5f6f098a8,gts_queues_mappings_v2,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Total ATAT Automatic Escalation,Calculation_1024568941448785926,Sum of all the automatic escalated tickets,NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Parent Account Number,parent_account_number,Parent account number corresponding to the account,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Ticket Subject,ticket_subject,Subject corresponding to the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Ticket Created Type,ticket_created_type,Specifies the way that the ticket was created,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Datetime,atat_datetime,Datetime format of the created date of the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Manager,racker_manager,Manager corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Day of Week,time_day_of_week,Day of week part corresponding to the created date of the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Queue Name (Gts Queues Mappings V2),queue_name (gts_queues_mappings_v2),Name of the corresponding queue,NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Country Code,racker_country_code,Country code corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Level,racker_level,Level corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Month Number,time_month_number,Month number part corresponding to the created date of the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Account Service Level,account_service_level,Service level that belongs to the account,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Ticket ID,ticket_id,ID of the ticket corresponding to the ticket number,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Total ATAT Auto-Assignments,Calculation_1024568941448531972,Sum of all the automatic assigned tickets,NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,AT-AT Data,__tableau_internal_object_id__.vw_atat_B4815E01407143A280B3F4DB8B32CF81,Count of the total rows in AT-AT Data table,NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Year Week,time_year_week,Year week corresponding to the created date of the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,"Total Assigments(All), ATAT Utilization % Suffix","Total Assigments(All), ATAT Utilization % (copy)_1487032330228924425","Custom field created to switch between different suffixes depending of the custom parameter called Total Assigments(All), ATAT Utilization %",NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Type,assignment_type,"Type of the ticket (Manual/Automatic-Escalation, Manual/Automatic-Assigment)",0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,INDEX < 500K,Calculation_767863765227614208,Custom field to limit rows to 500k,NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Year Quarter,time_quarter_desc,Year quarter corresponding to the created date of the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,GTS Response Tier,gts_response_tier,GTS Response tier corresponding to the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Support Segment,support_segment,Segment corresponging to the team support,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Cost Center L6,racker_cost_center_l6,Cost center level 6 corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Day Number of Year,time_day_yr,Day number of year part corresponding to the created date of the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Queue Name,queue_name,Name corresponding to the queue assigned to the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Queue Name,queue_name,Name corresponding to the queue assigned to the ticket,971d20be-3087-685e-c187-cfa5f6f098a8,gts_queues_mappings_v2,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker ID,racker_id,ID corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Region,racker_region,Region corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Account Tier,account_tier,Tier corresponding to the account,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Function (Gts Cost Center Mappings),function (gts_cost_center_mappings),Function assigned to the account. Used as a key to join main table and secondary table,NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Ticket Severity,ticket_severity,Severity assigned to the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Dw Core Queue Key,dw_core_queue_key,Key corresponding to the queue,971d20be-3087-685e-c187-cfa5f6f098a8,gts_queues_mappings_v2,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Region,region,Region corresponding to the account,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Year Month Day,time_key,Year month day corresponding to the created date of the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Account Current Record Flag,account_current_record_flag,Flag that indicates if the account information is the most recent in the data source,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Day of Month,time_day_number,Day of month part corresponding to the created date of the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Historic Support Team,historic_support_team,Historic support team corresponding to the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Cost Center L2,racker_cost_center_l2,Cost center level 2 corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Time Key,assigned_time_key,"Key conformed by year(4 digits), month(2 digits) and day(2 digits) corresponding to the created date of the ticket",0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Manual-Assignment,atat_manual_assignment,Count of the tickets that has been assigned manually. 1 if is applicable to the ticket or 0 if is not applicable,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,AT-AT Racker Info,__tableau_internal_object_id__.vw_atat_racker_info_48BEDA28CA36423DA8F093EA22675C52,Count of the total rows in AT-AT Racker Info table,NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Account Name,account_name,Name corresponding to the account,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Name,racker_name,Name corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Total ATAT Manual Escalation,Calculation_1024568941448908807,Sum of all the manual escalated tickets,NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Date Timestamp,time_full_date,Timestamp format of the created date of the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Tmk SSO,tmk_sso (vw_atat_racker_info),"Key conformed by year, month and rackers sso. Used to get the top manager name",NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Utilization %,Calculation_1024568941444272128,Percentage of the capability of a racker with manual and auto assigned tickets,NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Title,racker_title,Title corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Ticket URL,ticket_url,URL to source of the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Queue Source Id,queue_source_id,ID corresponding to the queue source,971d20be-3087-685e-c187-cfa5f6f098a8,gts_queues_mappings_v2,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Location,racker_location,Location corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Manual Escalation,atat_manual_escalation,Count of the tickets that has been escalated manually. 1 if is applicable to the ticket or 0 if is not applicable,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Cost Center L3,racker_cost_center_l3,Cost center level 3 corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Assigned ID,assigned_id,ID conformed by the source of the ticket and the ticket number,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Year Month Formatted,Calculation_3579517332587905050,Year month formatted corresponding to the created date of the ticket,NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Cost Center,cost_center,Cost center corresponding to account,4ec19f75-26d1-9484-e9a4-5a009dff48d4,gts_cost_center_mappings,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Source,source,"Source of the queue mapping (CORE, Encore, AT-AT)",971d20be-3087-685e-c187-cfa5f6f098a8,gts_queues_mappings_v2,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Cost Center L7,racker_cost_center_l7,Cost center level 7 corresponding to the assigned racker,99c47986-b745-f564-8e11-dfaf7c38a579,vw_atat_racker_info,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,INDEX < 600K,Calculation_689050769494650880,Custom field to limit rows to 500k,NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,Racker Sso,racker_sso,SSO correspongin to the assigned racker,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,"Total Assignments(All), ATAT Utilization % 1",Calculation_1487032330224467975,"Custom field created to switch between different dimesions depending of the custom parameter called Total Assigments(All), ATAT Utilization % 1",NA,NA,NA
RT - AT-AT Metrics,11a52d6a-a604-cd91-107a-44a1ad842f09,ATAT Quarter Number,time_quarter_number,Quarter number corresponding to the created date of the ticket,0aac9a3b-5a61-ff75-ba0d-3e0835004fe3,vw_atat,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Survey Response,survey_response,Response corresponding to the survey,9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Product Group,product_group,Group to which a product belongs,a0bddd6f-610a-19db-4646-c0a28933c0e0,vw_a360_opportunities,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,NPS Detail Agg,__tableau_internal_object_id__._10A8F4D630814C4D8A9D0ADCEA0C0FAC,NA,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Survey Response Date,Survey Response Date,Date of the survey response,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Score Account Management,score_account_management,Score corresponding to the account managment,9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,%Ch In INV (3mos),pct_change_in_invoice_in_last_3_months_vs_prior_3_months,Percentage of change in invoice the last 3 months,95765d1b-1f4b-82d2-1701-942ff1556430,dedicated_scores,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,TMK_DAY,Calculation_1915437256115445768,Full format date of the date,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Question Number,Question Number,Number corresponding to the question in the survey,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Avg MRR (12mos) num,average_invoiced_last_12_months,Average over 12 months of what teh customer was invoiced (casted to number),95765d1b-1f4b-82d2-1701-942ff1556430,dedicated_scores,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Account Number (Vw A360 Npst),account_number (vw_a360_npst),Account number corresponding to NPS data source,NA,NA,NA
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Tmk,tmk,Key for the year and month,0c0a3fc8-3fa7-f0d5-574b-7e1d15f932f8,vw_a360_time_table,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Tmk,tmk,Key for the year and month,554dbefe-77ad-6ed7-1ddc-f1b59f6cb37b,vw_a360_npst,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Tmk,tmk,Key for the year and month,78a1f9ec-733a-e666-9189-bfd4b576fe68,account360_tasks,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Tmk,tmk,Key for the year and month,7ca764f2-18ef-6d92-42be-675d58978c67,vw_a360_csat_table,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Tmk,tmk,Key for the year and month,9a000e1d-df7d-761a-095e-533a24019228,customer_journey_summary,rax-datascience
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Tmk,tmk,Key for the year and month,a0bddd6f-610a-19db-4646-c0a28933c0e0,vw_a360_opportunities,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Tmk,tmk,Key for the year and month,b12e873c-4f3f-39b2-97f8-deb05bb31c0e,vw_a360_invoicing,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Tmk,tmk,Key for the year and month,fad8faba-11be-f0a4-6a0f-0724017c14f3,vw_a360_sat_table,rax-enterprisebi
RT - Account 360,c7a0e9c0-15bf-fe03-6a4c-8f4e4f78e790,Dedicated Scores,__tableau_internal_object_id__.dedicated_scores_DF294807F03742B7B48EEC8D9BF54524,NA,NA,NA,NA
